ipsource,entropy ipdest,entropy portdst,ipdest,portdest
109.86.139.33,3.169925001442312,-0.0,"['193.194.76.250', '193.194.76.245', '193.194.76.248', '193.194.76.247', '193.194.76.243', '193.194.76.240', '193.194.76.253', '193.194.76.227', '193.194.76.242']","[445, 445, 445, 445, 445, 445, 445, 445, 445]"
109.94.115.108,-0.0,-0.0,['193.194.76.247'],[80]
110.140.40.51,-0.0,-0.0,['193.194.76.250'],[23]
110.155.4.29,-0.0,-0.0,['193.194.76.238'],[23]
110.156.61.32,-0.0,-0.0,['193.194.76.230'],[23]
110.167.174.85,4.523561956057012,-0.0,"['193.194.76.248', '193.194.76.251', '193.194.76.228', '193.194.76.233', '193.194.76.225', '193.194.76.230', '193.194.76.223', '193.194.76.227', '193.194.76.238', '193.194.76.246', '193.194.76.226', '193.194.76.242', '193.194.76.253', '193.194.76.235', '193.194.76.240', '193.194.76.250', '193.194.76.236', '193.194.76.237', '193.194.76.249', '193.194.76.234', '193.194.76.231', '193.194.76.232', '193.194.76.245']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
110.178.127.231,-0.0,-0.0,['193.194.76.248'],[23]
110.185.171.187,-0.0,-0.0,['193.194.76.246'],[23]
110.19.108.197,1.0,0.9182958340544896,"['193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248', '193.194.76.239', '193.194.76.248']","[65533, 65533, 1433, 1433, 65533, 65533, 65533, 65533, 1433, 1433, 65533, 65533, 65533, 65533, 1433, 1433, 65533, 65533, 65533, 65533, 1433, 1433, 65533, 65533]"
110.200.58.10,-0.0,-0.0,['193.194.76.248'],[23]
110.232.253.90,-0.0,-0.0,['193.194.76.244'],[23]
110.235.210.237,-0.0,-0.0,['193.194.76.229'],[80]
110.24.36.6,-0.0,-0.0,['193.194.76.247'],[5555]
110.249.212.46,5.044394119358454,2.0,"['193.194.76.233', '193.194.76.245', '193.194.76.240', '193.194.76.240', '193.194.76.233', '193.194.76.242', '193.194.76.242', '193.194.76.239', '193.194.76.238', '193.194.76.225', '193.194.76.228', '193.194.76.227', '193.194.76.222', '193.194.76.222', '193.194.76.246', '193.194.76.253', '193.194.76.253', '193.194.76.248', '193.194.76.232', '193.194.76.240', '193.194.76.235', '193.194.76.235', '193.194.76.235', '193.194.76.236', '193.194.76.236', '193.194.76.229', '193.194.76.239', '193.194.76.225', '193.194.76.236', '193.194.76.227', '193.194.76.229', '193.194.76.225', '193.194.76.249', '193.194.76.250', '193.194.76.226', '193.194.76.246', '193.194.76.227', '193.194.76.230', '193.194.76.251', '193.194.76.239', '193.194.76.238', '193.194.76.246', '193.194.76.239', '193.194.76.238', '193.194.76.247', '193.194.76.251', '193.194.76.234', '193.194.76.231', '193.194.76.231', '193.194.76.254', '193.194.76.228', '193.194.76.254', '193.194.76.228', '193.194.76.234', '193.194.76.234', '193.194.76.244', '193.194.76.248', '193.194.76.244', '193.194.76.237', '193.194.76.244', '193.194.76.232', '193.194.76.224', '193.194.76.232', '193.194.76.241', '193.194.76.224', '193.194.76.241', '193.194.76.223', '193.194.76.233', '193.194.76.252', '193.194.76.252', '193.194.76.253', '193.194.76.253', '193.194.76.250', '193.194.76.233', '193.194.76.245', '193.194.76.243', '193.194.76.247', '193.194.76.245', '193.194.76.245', '193.194.76.240', '193.194.76.242', '193.194.76.242', '193.194.76.230', '193.194.76.222', '193.194.76.227', '193.194.76.228', '193.194.76.222', '193.194.76.248', '193.194.76.238', '193.194.76.229', '193.194.76.251', '193.194.76.247', '193.194.76.248', '193.194.76.224', '193.194.76.226', '193.194.76.235', '193.194.76.246', '193.194.76.231', '193.194.76.236', '193.194.76.254', '193.194.76.230', '193.194.76.250', '193.194.76.249', '193.194.76.249', '193.194.76.254', '193.194.76.226', '193.194.76.225', '193.194.76.226', '193.194.76.249', '193.194.76.251', '193.194.76.229', '193.194.76.243', '193.194.76.244', '193.194.76.237', '193.194.76.223', '193.194.76.232', '193.194.76.231', '193.194.76.243', '193.194.76.234', '193.194.76.250', '193.194.76.237', '193.194.76.241', '193.194.76.223', '193.194.76.224', '193.194.76.223', '193.194.76.241', '193.194.76.252', '193.194.76.237', '193.194.76.252', '193.194.76.230', '193.194.76.247', '193.194.76.243']","[8888, 8888, 80, 3128, 80, 80, 8888, 3128, 8118, 3128, 8888, 3128, 8118, 3128, 3128, 8118, 3128, 8888, 80, 8118, 8888, 3128, 80, 80, 8888, 3128, 80, 8888, 3128, 80, 8118, 8118, 8888, 8118, 80, 80, 8888, 80, 8118, 8888, 8888, 8118, 8118, 3128, 8888, 3128, 80, 8888, 3128, 8888, 8118, 3128, 3128, 8118, 3128, 8118, 80, 3128, 3128, 80, 8118, 8118, 3128, 3128, 3128, 8118, 80, 8118, 8118, 8888, 80, 8888, 8888, 3128, 3128, 3128, 8118, 8118, 80, 8888, 8118, 3128, 3128, 80, 8118, 80, 8888, 8118, 80, 8888, 80, 80, 3128, 80, 3128, 8118, 8888, 80, 8118, 80, 8118, 3128, 3128, 8118, 8118, 8888, 80, 8118, 80, 8888, 80, 8888, 8888, 8888, 8888, 8888, 8118, 80, 8888, 80, 8118, 80, 8118, 8888, 3128, 8888, 80, 80, 3128, 8888, 3128, 8118]"
110.36.227.62,2.584962500721156,-0.0,"['193.194.76.230', '193.194.76.226', '193.194.76.227', '193.194.76.251', '193.194.76.253', '193.194.76.234']","[445, 445, 445, 445, 445, 445]"
110.46.15.134,-0.0,-0.0,['193.194.76.254'],[9527]
110.72.255.178,-0.0,-0.0,['193.194.76.246'],[23]
111.15.184.112,-0.0,-0.0,['193.194.76.252'],[23]
111.15.185.95,-0.0,-0.0,['193.194.76.250'],[23]
111.176.105.108,-0.0,-0.0,['193.194.76.223'],[23]
111.177.180.95,-0.0,-0.0,['193.194.76.237'],[23]
111.184.245.170,-0.0,-0.0,['193.194.76.238'],[5555]
111.184.255.79,-0.0,-0.0,['193.194.76.226'],[81]
111.197.185.217,-0.0,-0.0,['193.194.76.249'],[23]
111.230.152.57,-0.0,-0.0,['193.194.76.223'],[445]
111.241.103.169,-0.0,-0.0,['193.194.76.242'],[23]
111.246.139.114,-0.0,-0.0,['193.194.76.245'],[23]
111.246.85.165,-0.0,-0.0,['193.194.76.245'],[2323]
111.248.147.236,1.0,-0.0,"['193.194.76.223', '193.194.76.245']","[445, 445]"
111.248.177.13,1.0,-0.0,"['193.194.76.235', '193.194.76.246']","[23, 23]"
111.250.135.39,-0.0,-0.0,['193.194.76.238'],[23]
111.252.142.101,1.0,-0.0,"['193.194.76.252', '193.194.76.234']","[23, 23]"
111.255.11.139,-0.0,-0.0,['193.194.76.250'],[23]
111.255.236.173,-0.0,-0.0,['193.194.76.252'],[23]
111.35.112.199,-0.0,-0.0,['193.194.76.251'],[23]
111.35.122.192,-0.0,-0.0,['193.194.76.235'],[23]
111.35.156.192,-0.0,-0.0,"['193.194.76.227', '193.194.76.227']","[23, 23]"
111.35.169.147,1.0,-0.0,"['193.194.76.250', '193.194.76.225']","[23, 23]"
111.35.34.102,-0.0,-0.0,['193.194.76.233'],[23]
111.36.214.166,-0.0,-0.0,['193.194.76.226'],[23]
111.37.196.56,-0.0,-0.0,['193.194.76.250'],[23]
111.69.26.155,-0.0,-0.0,['193.194.76.227'],[445]
111.73.46.38,2.321928094887362,-0.0,"['193.194.76.237', '193.194.76.225', '193.194.76.252', '193.194.76.241', '193.194.76.243']","[445, 445, 445, 445, 445]"
111.92.104.105,-0.0,-0.0,['193.194.76.227'],[8080]
112.105.149.73,-0.0,-0.0,"['193.194.76.252', '193.194.76.252', '193.194.76.252']","[445, 445, 445]"
112.115.52.47,-0.0,-0.0,['193.194.76.248'],[23]
112.116.103.213,-0.0,-0.0,['193.194.76.224'],[23]
112.118.134.196,-0.0,-0.0,"['193.194.76.250', '193.194.76.250']","[23, 23]"
112.120.9.3,-0.0,-0.0,['193.194.76.223'],[23]
112.121.79.72,-0.0,-0.0,['193.194.76.248'],[22]
112.13.196.32,-0.0,-0.0,"['193.194.76.233', '193.194.76.233', '193.194.76.233', '193.194.76.233']","[23, 23, 23, 23]"
112.13.196.6,-0.0,-0.0,"['193.194.76.248', '193.194.76.248', '193.194.76.248']","[23, 23, 23]"
112.133.244.170,-0.0,-0.0,['193.194.76.239'],[445]
112.133.245.67,-0.0,-0.0,['193.194.76.247'],[445]
112.133.246.85,-0.0,-0.0,['193.194.76.226'],[445]
112.164.137.130,-0.0,-0.0,['193.194.76.224'],[23]
112.164.137.44,-0.0,-0.0,['193.194.76.244'],[23]
112.166.198.141,-0.0,-0.0,['193.194.76.231'],[23]
112.169.179.49,-0.0,-0.0,['193.194.76.236'],[23]
112.170.69.163,1.0,-0.0,"['193.194.76.232', '193.194.76.227']","[5555, 5555]"
112.185.1.16,-0.0,-0.0,['193.194.76.238'],[81]
112.195.136.114,-0.0,-0.0,['193.194.76.226'],[2323]
112.199.70.7,-0.0,-0.0,['193.194.76.233'],[23]
112.218.230.85,-0.0,-0.0,['193.194.76.230'],[23]
112.225.53.128,-0.0,-0.0,['193.194.76.230'],[23]
112.227.181.226,-0.0,-0.0,['193.194.76.254'],[23]
112.247.56.193,-0.0,-0.0,['193.194.76.251'],[23]
112.27.91.241,-0.0,-0.0,"['193.194.76.254', '193.194.76.254']","[23, 23]"
112.28.77.216,-0.0,-0.0,['193.194.76.244'],[23]
112.5.95.187,-0.0,-0.0,['193.194.76.228'],[23]
112.69.82.226,-0.0,-0.0,['193.194.76.235'],[23]
112.72.77.254,-0.0,-0.0,"['193.194.76.228', '193.194.76.228', '193.194.76.228', '193.194.76.228', '193.194.76.228', '193.194.76.228']","[23, 23, 23, 23, 23, 23]"
112.78.166.74,-0.0,-0.0,['193.194.76.234'],[23]
113.104.199.116,2.321928094887362,-0.0,"['193.194.76.253', '193.194.76.239', '193.194.76.227', '193.194.76.228', '193.194.76.240']","[445, 445, 445, 445, 445]"
113.130.212.5,-0.0,-0.0,['193.194.76.223'],[23]
113.130.247.67,-0.0,-0.0,['193.194.76.240'],[8080]
113.131.125.139,-0.0,-0.0,['193.194.76.224'],[8080]
113.131.125.142,-0.0,-0.0,['193.194.76.251'],[23]
113.131.125.147,-0.0,-0.0,['193.194.76.240'],[42385]
113.131.201.3,-0.0,-0.0,['193.194.76.231'],[8080]
113.134.203.35,3.321928094887362,0.9182958340544896,"['193.194.76.225', '193.194.76.231', '193.194.76.238', '193.194.76.235', '193.194.76.225', '193.194.76.236', '193.194.76.246', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.236', '193.194.76.231', '193.194.76.238', '193.194.76.246', '193.194.76.225', '193.194.76.235', '193.194.76.244', '193.194.76.241', '193.194.76.236', '193.194.76.231', '193.194.76.233', '193.194.76.254', '193.194.76.238', '193.194.76.246', '193.194.76.235', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.254', '193.194.76.254', '193.194.76.225', '193.194.76.231', '193.194.76.238', '193.194.76.235', '193.194.76.225', '193.194.76.236', '193.194.76.246', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.236', '193.194.76.231', '193.194.76.238', '193.194.76.246', '193.194.76.225', '193.194.76.235', '193.194.76.244', '193.194.76.241', '193.194.76.236', '193.194.76.231', '193.194.76.233', '193.194.76.238', '193.194.76.254', '193.194.76.246', '193.194.76.235', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.254', '193.194.76.254', '193.194.76.225', '193.194.76.231', '193.194.76.238', '193.194.76.235', '193.194.76.225', '193.194.76.236', '193.194.76.246', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.236', '193.194.76.231', '193.194.76.238', '193.194.76.246', '193.194.76.225', '193.194.76.235', '193.194.76.244', '193.194.76.241', '193.194.76.236', '193.194.76.231', '193.194.76.233', '193.194.76.238', '193.194.76.254', '193.194.76.246', '193.194.76.235', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.254', '193.194.76.254', '193.194.76.225', '193.194.76.231', '193.194.76.238', '193.194.76.235', '193.194.76.225', '193.194.76.236', '193.194.76.246', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.236', '193.194.76.231', '193.194.76.238', '193.194.76.246', '193.194.76.225', '193.194.76.235', '193.194.76.244', '193.194.76.241', '193.194.76.236', '193.194.76.231', '193.194.76.233', '193.194.76.238', '193.194.76.254', '193.194.76.246', '193.194.76.235', '193.194.76.241', '193.194.76.244', '193.194.76.233', '193.194.76.254', '193.194.76.254']","[65533, 65533, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 1433, 1433, 1433, 1433, 65533, 1433, 1433, 1433, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 1433, 1433, 1433, 1433, 65533, 1433, 1433, 1433, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 1433, 1433, 1433, 1433, 65533, 1433, 1433, 1433, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 1433, 1433, 1433, 1433, 65533, 1433, 1433, 1433, 65533, 65533, 1433, 65533, 65533, 65533, 65533, 65533, 65533, 65533, 1433, 65533]"
113.141.64.234,-0.0,-0.0,['193.194.76.242'],[445]
113.141.64.31,3.169925001442312,-0.0,"['193.194.76.231', '193.194.76.248', '193.194.76.251', '193.194.76.244', '193.194.76.226', '193.194.76.237', '193.194.76.229', '193.194.76.238', '193.194.76.232']","[445, 445, 445, 445, 445, 445, 445, 445, 445]"
113.141.72.248,3.7004397181410926,-0.0,"['193.194.76.228', '193.194.76.232', '193.194.76.223', '193.194.76.247', '193.194.76.229', '193.194.76.230', '193.194.76.239', '193.194.76.251', '193.194.76.235', '193.194.76.225', '193.194.76.240', '193.194.76.226', '193.194.76.222']","[6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379, 6379]"
113.173.154.3,-0.0,-0.0,['193.194.76.238'],[23]
113.177.27.219,1.0,-0.0,"['193.194.76.234', '193.194.76.244']","[23, 23]"
113.190.242.144,5.044394119358454,-0.0,"['193.194.76.225', '193.194.76.227', '193.194.76.241', '193.194.76.234', '193.194.76.254', '193.194.76.249', '193.194.76.229', '193.194.76.222', '193.194.76.224', '193.194.76.247', '193.194.76.233', '193.194.76.226', '193.194.76.250', '193.194.76.246', '193.194.76.252', '193.194.76.223', '193.194.76.228', '193.194.76.230', '193.194.76.244', '193.194.76.236', '193.194.76.245', '193.194.76.242', '193.194.76.240', '193.194.76.253', '193.194.76.243', '193.194.76.248', '193.194.76.251', '193.194.76.235', '193.194.76.231', '193.194.76.238', '193.194.76.239', '193.194.76.232', '193.194.76.237']","[8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089]"
113.200.203.98,-0.0,1.0,"['193.194.76.224', '193.194.76.224', '193.194.76.224', '193.194.76.224']","[7001, 7001, 7002, 7002]"
113.205.15.11,-0.0,-0.0,['193.194.76.230'],[23]
113.25.165.93,-0.0,-0.0,['193.194.76.225'],[23]
113.252.126.113,-0.0,-0.0,['193.194.76.237'],[23]
113.252.31.46,-0.0,-0.0,['193.194.76.234'],[23]
113.253.17.133,-0.0,-0.0,['193.194.76.225'],[5555]
113.254.245.218,-0.0,-0.0,"['193.194.76.242', '193.194.76.242', '193.194.76.242']","[5555, 5555, 5555]"
113.255.21.140,-0.0,-0.0,['193.194.76.237'],[2222]
113.99.249.153,-0.0,-0.0,['193.194.76.248'],[23]
114.108.171.40,2.7773627950641693,-0.0,"['193.194.76.234', '193.194.76.234', '193.194.76.242', '193.194.76.242', '193.194.76.226', '193.194.76.226', '193.194.76.240', '193.194.76.240', '193.194.76.247', '193.194.76.235', '193.194.76.235', '193.194.76.253', '193.194.76.253']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
114.109.42.50,-0.0,-0.0,['193.194.76.246'],[2323]
114.110.23.217,-0.0,-0.0,"['193.194.76.234', '193.194.76.234', '193.194.76.234']","[445, 445, 445]"
114.112.72.133,1.0,-0.0,"['193.194.76.249', '193.194.76.250']","[23, 23]"
114.116.67.151,1.0,-0.0,"['193.194.76.234', '193.194.76.235']","[8545, 8545]"
114.119.8.134,4.169925001442312,-0.0,"['193.194.76.246', '193.194.76.233', '193.194.76.247', '193.194.76.253', '193.194.76.250', '193.194.76.227', '193.194.76.235', '193.194.76.223', '193.194.76.249', '193.194.76.241', '193.194.76.240', '193.194.76.252', '193.194.76.236', '193.194.76.229', '193.194.76.224', '193.194.76.251', '193.194.76.230', '193.194.76.248']","[2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222]"
114.119.8.243,3.906890595608518,-0.0,"['193.194.76.231', '193.194.76.243', '193.194.76.232', '193.194.76.242', '193.194.76.236', '193.194.76.239', '193.194.76.229', '193.194.76.249', '193.194.76.223', '193.194.76.227', '193.194.76.226', '193.194.76.228', '193.194.76.247', '193.194.76.237', '193.194.76.245']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
114.119.9.229,1.0,-0.0,"['193.194.76.240', '193.194.76.253']","[445, 445]"
114.134.186.12,-0.0,-0.0,['193.194.76.238'],[23]
114.143.24.44,1.0,-0.0,"['193.194.76.251', '193.194.76.222']","[445, 445]"
114.158.59.249,-0.0,-0.0,['193.194.76.236'],[23]
114.207.78.133,-0.0,-0.0,['193.194.76.224'],[80]
114.220.25.29,-0.0,-0.0,['193.194.76.229'],[2323]
114.244.232.198,1.0,-0.0,"['193.194.76.231', '193.194.76.239']","[22, 22]"
114.250.177.52,-0.0,-0.0,['193.194.76.234'],[23]
114.26.89.141,-0.0,-0.0,['193.194.76.232'],[23]
114.33.177.99,1.0,-0.0,"['193.194.76.252', '193.194.76.244']","[23, 23]"
114.34.195.3,-0.0,-0.0,['193.194.76.231'],[23]
114.35.52.224,-0.0,-0.0,['193.194.76.247'],[445]
114.40.104.13,-0.0,-0.0,['193.194.76.240'],[23]
114.44.149.126,-0.0,-0.0,['193.194.76.231'],[23]
114.47.121.122,-0.0,-0.0,['193.194.76.226'],[23]
114.74.68.184,-0.0,-0.0,['193.194.76.254'],[81]
114.84.235.209,2.321928094887362,-0.0,"['193.194.76.234', '193.194.76.249', '193.194.76.233', '193.194.76.225', '193.194.76.247']","[445, 445, 445, 445, 445]"
115.124.69.218,-0.0,-0.0,['193.194.76.239'],[8080]
115.144.238.221,2.321928094887362,-0.0,"['193.194.76.253', '193.194.76.238', '193.194.76.227', '193.194.76.222', '193.194.76.242']","[445, 445, 445, 445, 445]"
115.165.211.205,-0.0,-0.0,['193.194.76.254'],[2323]
115.214.162.64,-0.0,-0.0,['193.194.76.249'],[23]
115.221.149.158,-0.0,-0.0,['193.194.76.224'],[22]
115.227.214.196,1.0,-0.0,"['193.194.76.241', '193.194.76.240']","[8080, 8080]"
115.238.157.105,3.584962500721156,-0.0,"['193.194.76.238', '193.194.76.224', '193.194.76.245', '193.194.76.244', '193.194.76.246', '193.194.76.230', '193.194.76.237', '193.194.76.248', '193.194.76.253', '193.194.76.247', '193.194.76.222', '193.194.76.240']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
115.43.20.9,-0.0,-0.0,['193.194.76.231'],[5555]
115.68.15.82,3.8073549220576055,-0.0,"['193.194.76.241', '193.194.76.227', '193.194.76.233', '193.194.76.226', '193.194.76.242', '193.194.76.228', '193.194.76.230', '193.194.76.237', '193.194.76.223', '193.194.76.248', '193.194.76.225', '193.194.76.234', '193.194.76.236', '193.194.76.239']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
115.72.129.191,1.0,-0.0,"['193.194.76.232', '193.194.76.252']","[55555, 55555]"
115.74.182.106,-0.0,-0.0,['193.194.76.243'],[23]
115.74.194.77,-0.0,-0.0,['193.194.76.253'],[23]
115.79.31.56,1.584962500721156,-0.0,"['193.194.76.226', '193.194.76.254', '193.194.76.225']","[445, 445, 445]"
115.86.207.42,-0.0,-0.0,"['193.194.76.227', '193.194.76.227', '193.194.76.227']","[5555, 5555, 5555]"
115.96.147.30,-0.0,-0.0,['193.194.76.238'],[23]
116.106.96.33,-0.0,-0.0,['193.194.76.235'],[23]
116.111.117.203,-0.0,-0.0,['193.194.76.248'],[23]
116.118.83.172,-0.0,-0.0,['193.194.76.224'],[23]
116.12.56.61,1.0,-0.0,"['193.194.76.242', '193.194.76.248']","[445, 445]"
116.149.170.224,-0.0,-0.0,['193.194.76.253'],[2323]
116.193.223.21,-0.0,-0.0,['193.194.76.245'],[80]
116.196.117.165,-0.0,-0.0,['193.194.76.230'],[443]
116.209.253.240,-0.0,-0.0,['193.194.76.248'],[23]
116.211.145.22,4.247927513443585,-0.0,"['193.194.76.253', '193.194.76.227', '193.194.76.239', '193.194.76.235', '193.194.76.231', '193.194.76.246', '193.194.76.229', '193.194.76.228', '193.194.76.234', '193.194.76.225', '193.194.76.232', '193.194.76.222', '193.194.76.252', '193.194.76.244', '193.194.76.248', '193.194.76.254', '193.194.76.233', '193.194.76.236', '193.194.76.245']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
116.211.96.107,-0.0,-0.0,['193.194.76.223'],[445]
116.212.154.141,-0.0,-0.0,['193.194.76.234'],[80]
116.232.209.85,-0.0,-0.0,['193.194.76.245'],[22]
116.25.41.100,-0.0,-0.0,['193.194.76.236'],[445]
116.254.100.14,-0.0,-0.0,['193.194.76.252'],[445]
116.26.0.99,-0.0,-0.0,"['193.194.76.248', '193.194.76.248', '193.194.76.248']","[3389, 3389, 3389]"
116.49.163.203,-0.0,-0.0,['193.194.76.247'],[5555]
116.49.206.114,-0.0,-0.0,['193.194.76.234'],[5555]
116.49.214.166,-0.0,-0.0,['193.194.76.242'],[5555]
117.0.193.241,-0.0,-0.0,['193.194.76.235'],[23]
117.0.206.50,-0.0,-0.0,['193.194.76.234'],[23]
117.1.84.41,-0.0,-0.0,['193.194.76.249'],[23]
117.170.148.226,-0.0,-0.0,['193.194.76.235'],[23]
117.194.91.143,-0.0,-0.0,['193.194.76.236'],[5431]
117.196.135.11,-0.0,-0.0,['193.194.76.244'],[5431]
117.197.213.242,-0.0,-0.0,['193.194.76.234'],[5431]
117.197.215.97,-0.0,-0.0,['193.194.76.248'],[5431]
117.197.43.15,-0.0,-0.0,['193.194.76.244'],[445]
117.198.162.8,-0.0,-0.0,['193.194.76.252'],[5431]
